RATCAT_C,IMPNUM_C,IMPINCFLG_C,RECTYPE,POVRATTC_C,HHX
14,1,0,40,5.13,H025636
14,2,0,40,5.13,H025636
14,3,0,40,5.13,H025636
14,4,0,40,5.13,H025636
14,5,0,40,5.13,H025636
14,6,0,40,5.13,H025636
14,7,0,40,5.13,H025636
14,8,0,40,5.13,H025636
14,9,0,40,5.13,H025636
14,10,0,40,5.13,H025636
7,1,0,40,1.96,H018455
7,2,0,40,1.96,H018455
7,3,0,40,1.96,H018455
7,4,0,40,1.96,H018455
7,5,0,40,1.96,H018455
7,6,0,40,1.96,H018455
7,7,0,40,1.96,H018455
7,8,0,40,1.96,H018455
7,9,0,40,1.96,H018455
7,10,0,40,1.96,H018455
14,1,0,40,7.20,H047222
14,2,0,40,7.20,H047222
14,3,0,40,7.20,H047222
14,4,0,40,7.20,H047222
14,5,0,40,7.20,H047222
14,6,0,40,7.20,H047222
14,7,0,40,7.20,H047222
14,8,0,40,7.20,H047222
14,9,0,40,7.20,H047222
14,10,0,40,7.20,H047222
13,1,0,40,4.85,H020084
13,2,0,40,4.85,H020084
13,3,0,40,4.85,H020084
13,4,0,40,4.85,H020084
13,5,0,40,4.85,H020084
13,6,0,40,4.85,H020084
13,7,0,40,4.85,H020084
13,8,0,40,4.85,H020084
13,9,0,40,4.85,H020084
13,10,0,40,4.85,H020084
4,1,0,40,1.10,H046058
4,2,0,40,1.10,H046058
4,3,0,40,1.10,H046058
4,4,0,40,1.10,H046058
4,5,0,40,1.10,H046058
4,6,0,40,1.10,H046058
4,7,0,40,1.10,H046058
4,8,0,40,1.10,H046058
4,9,0,40,1.10,H046058
4,10,0,40,1.10,H046058
5,1,0,40,1.39,H019593
5,2,0,40,1.39,H019593
5,3,0,40,1.39,H019593
5,4,0,40,1.39,H019593
5,5,0,40,1.39,H019593
5,6,0,40,1.39,H019593
5,7,0,40,1.39,H019593
5,8,0,40,1.39,H019593
5,9,0,40,1.39,H019593
5,10,0,40,1.39,H019593
2,1,0,40,0.73,H047973
2,2,0,40,0.73,H047973
2,3,0,40,0.73,H047973
2,4,0,40,0.73,H047973
2,5,0,40,0.73,H047973
2,6,0,40,0.73,H047973
2,7,0,40,0.73,H047973
2,8,0,40,0.73,H047973
2,9,0,40,0.73,H047973
2,10,0,40,0.73,H047973
14,1,0,40,6.24,H050208
14,2,0,40,6.24,H050208
14,3,0,40,6.24,H050208
14,4,0,40,6.24,H050208
14,5,0,40,6.24,H050208
14,6,0,40,6.24,H050208
14,7,0,40,6.24,H050208
14,8,0,40,6.24,H050208
14,9,0,40,6.24,H050208
14,10,0,40,6.24,H050208
2,1,0,40,0.72,H042750
2,2,0,40,0.72,H042750
2,3,0,40,0.72,H042750
2,4,0,40,0.72,H042750
2,5,0,40,0.72,H042750
2,6,0,40,0.72,H042750
2,7,0,40,0.72,H042750
2,8,0,40,0.72,H042750
2,9,0,40,0.72,H042750
2,10,0,40,0.72,H042750
3,1,2,40,0.98,H018589
3,2,2,40,0.97,H018589
3,3,2,40,0.97,H018589
3,4,2,40,0.99,H018589
3,5,2,40,0.97,H018589
3,6,2,40,0.79,H018589
3,7,2,40,0.97,H018589
3,8,2,40,0.99,H018589
3,9,2,40,0.96,H018589
3,10,2,40,0.98,H018589
1,1,0,40,0.32,H043570
1,2,0,40,0.32,H043570
1,3,0,40,0.32,H043570
1,4,0,40,0.32,H043570
1,5,0,40,0.32,H043570
1,6,0,40,0.32,H043570
1,7,0,40,0.32,H043570
1,8,0,40,0.32,H043570
1,9,0,40,0.32,H043570
1,10,0,40,0.32,H043570
11,1,2,40,3.88,H066576
11,2,2,40,3.90,H066576
11,3,2,40,3.95,H066576
11,4,2,40,3.85,H066576
11,5,2,40,3.99,H066576
11,6,2,40,3.99,H066576
11,7,2,40,3.98,H066576
11,8,2,40,3.68,H066576
9,9,2,40,2.76,H066576
9,10,2,40,2.58,H066576
12,1,0,40,4.42,H019151
12,2,0,40,4.42,H019151
12,3,0,40,4.42,H019151
12,4,0,40,4.42,H019151
12,5,0,40,4.42,H019151
12,6,0,40,4.42,H019151
12,7,0,40,4.42,H019151
12,8,0,40,4.42,H019151
12,9,0,40,4.42,H019151
12,10,0,40,4.42,H019151
11,1,0,40,3.84,H013895
11,2,0,40,3.84,H013895
11,3,0,40,3.84,H013895
11,4,0,40,3.84,H013895
11,5,0,40,3.84,H013895
11,6,0,40,3.84,H013895
11,7,0,40,3.84,H013895
11,8,0,40,3.84,H013895
11,9,0,40,3.84,H013895
11,10,0,40,3.84,H013895
6,1,0,40,1.72,H001523
6,2,0,40,1.72,H001523
6,3,0,40,1.72,H001523
6,4,0,40,1.72,H001523
6,5,0,40,1.72,H001523
6,6,0,40,1.72,H001523
6,7,0,40,1.72,H001523
6,8,0,40,1.72,H001523
6,9,0,40,1.72,H001523
6,10,0,40,1.72,H001523
9,1,0,40,2.59,H054806
9,2,0,40,2.59,H054806
9,3,0,40,2.59,H054806
9,4,0,40,2.59,H054806
9,5,0,40,2.59,H054806
9,6,0,40,2.59,H054806
9,7,0,40,2.59,H054806
9,8,0,40,2.59,H054806
9,9,0,40,2.59,H054806
9,10,0,40,2.59,H054806
11,1,2,40,3.81,H040228
11,2,2,40,3.95,H040228
11,3,2,40,3.93,H040228
11,4,2,40,3.87,H040228
11,5,2,40,3.99,H040228
11,6,2,40,3.98,H040228
11,7,2,40,3.94,H040228
11,8,2,40,3.88,H040228
11,9,2,40,3.82,H040228
11,10,2,40,3.89,H040228
10,1,0,40,3.23,H046681
10,2,0,40,3.23,H046681
10,3,0,40,3.23,H046681
10,4,0,40,3.23,H046681
10,5,0,40,3.23,H046681
10,6,0,40,3.23,H046681
10,7,0,40,3.23,H046681
10,8,0,40,3.23,H046681
10,9,0,40,3.23,H046681
10,10,0,40,3.23,H046681
5,1,0,40,1.45,H009010
5,2,0,40,1.45,H009010
5,3,0,40,1.45,H009010
5,4,0,40,1.45,H009010
5,5,0,40,1.45,H009010
5,6,0,40,1.45,H009010
5,7,0,40,1.45,H009010
5,8,0,40,1.45,H009010
5,9,0,40,1.45,H009010
5,10,0,40,1.45,H009010
4,1,0,40,1.02,H063595
4,2,0,40,1.02,H063595
4,3,0,40,1.02,H063595
4,4,0,40,1.02,H063595
4,5,0,40,1.02,H063595
4,6,0,40,1.02,H063595
4,7,0,40,1.02,H063595
4,8,0,40,1.02,H063595
4,9,0,40,1.02,H063595
4,10,0,40,1.02,H063595
2,1,0,40,0.57,H046609
2,2,0,40,0.57,H046609
2,3,0,40,0.57,H046609
2,4,0,40,0.57,H046609
2,5,0,40,0.57,H046609
2,6,0,40,0.57,H046609
2,7,0,40,0.57,H046609
2,8,0,40,0.57,H046609
2,9,0,40,0.57,H046609
2,10,0,40,0.57,H046609
6,1,0,40,1.68,H009851
6,2,0,40,1.68,H009851
6,3,0,40,1.68,H009851
6,4,0,40,1.68,H009851
6,5,0,40,1.68,H009851
6,6,0,40,1.68,H009851
6,7,0,40,1.68,H009851
6,8,0,40,1.68,H009851
6,9,0,40,1.68,H009851
6,10,0,40,1.68,H009851
6,1,0,40,1.61,H005085
6,2,0,40,1.61,H005085
6,3,0,40,1.61,H005085
6,4,0,40,1.61,H005085
6,5,0,40,1.61,H005085
6,6,0,40,1.61,H005085
6,7,0,40,1.61,H005085
6,8,0,40,1.61,H005085
6,9,0,40,1.61,H005085
6,10,0,40,1.61,H005085
6,1,0,40,1.73,H059906
6,2,0,40,1.73,H059906
6,3,0,40,1.73,H059906
6,4,0,40,1.73,H059906
6,5,0,40,1.73,H059906
6,6,0,40,1.73,H059906
6,7,0,40,1.73,H059906
6,8,0,40,1.73,H059906
6,9,0,40,1.73,H059906
6,10,0,40,1.73,H059906
4,1,0,40,1.17,H055557
4,2,0,40,1.17,H055557
4,3,0,40,1.17,H055557
4,4,0,40,1.17,H055557
4,5,0,40,1.17,H055557
4,6,0,40,1.17,H055557
4,7,0,40,1.17,H055557
4,8,0,40,1.17,H055557
4,9,0,40,1.17,H055557
4,10,0,40,1.17,H055557
11,1,2,40,3.99,H003410
11,2,2,40,3.93,H003410
11,3,2,40,3.97,H003410
9,4,2,40,2.64,H003410
11,5,2,40,3.95,H003410
11,6,2,40,3.60,H003410
9,7,2,40,2.88,H003410
11,8,2,40,3.98,H003410
11,9,2,40,3.89,H003410
11,10,2,40,3.84,H003410
14,1,0,40,7.62,H012113
14,2,0,40,7.62,H012113
14,3,0,40,7.62,H012113
14,4,0,40,7.62,H012113
14,5,0,40,7.62,H012113
14,6,0,40,7.62,H012113
14,7,0,40,7.62,H012113
14,8,0,40,7.62,H012113
14,9,0,40,7.62,H012113
14,10,0,40,7.62,H012113
10,1,0,40,3.42,H047646
10,2,0,40,3.42,H047646
10,3,0,40,3.42,H047646
10,4,0,40,3.42,H047646
10,5,0,40,3.42,H047646
10,6,0,40,3.42,H047646
10,7,0,40,3.42,H047646
10,8,0,40,3.42,H047646
10,9,0,40,3.42,H047646
10,10,0,40,3.42,H047646
14,1,0,40,5.33,H044105
14,2,0,40,5.33,H044105
14,3,0,40,5.33,H044105
14,4,0,40,5.33,H044105
14,5,0,40,5.33,H044105
14,6,0,40,5.33,H044105
14,7,0,40,5.33,H044105
14,8,0,40,5.33,H044105
14,9,0,40,5.33,H044105
14,10,0,40,5.33,H044105
5,1,0,40,1.44,H031691
5,2,0,40,1.44,H031691
5,3,0,40,1.44,H031691
5,4,0,40,1.44,H031691
5,5,0,40,1.44,H031691
5,6,0,40,1.44,H031691
5,7,0,40,1.44,H031691
5,8,0,40,1.44,H031691
5,9,0,40,1.44,H031691
5,10,0,40,1.44,H031691
3,1,0,40,0.90,H009383
3,2,0,40,0.90,H009383
3,3,0,40,0.90,H009383
3,4,0,40,0.90,H009383
3,5,0,40,0.90,H009383
3,6,0,40,0.90,H009383
3,7,0,40,0.90,H009383
3,8,0,40,0.90,H009383
3,9,0,40,0.90,H009383
3,10,0,40,0.90,H009383
12,1,0,40,4.17,H029650
12,2,0,40,4.17,H029650
12,3,0,40,4.17,H029650
12,4,0,40,4.17,H029650
12,5,0,40,4.17,H029650
12,6,0,40,4.17,H029650
12,7,0,40,4.17,H029650
12,8,0,40,4.17,H029650
12,9,0,40,4.17,H029650
12,10,0,40,4.17,H029650
3,1,0,40,0.97,H062836
3,2,0,40,0.97,H062836
3,3,0,40,0.97,H062836
3,4,0,40,0.97,H062836
3,5,0,40,0.97,H062836
3,6,0,40,0.97,H062836
3,7,0,40,0.97,H062836
3,8,0,40,0.97,H062836
3,9,0,40,0.97,H062836
3,10,0,40,0.97,H062836
7,1,0,40,1.90,H015024
7,2,0,40,1.90,H015024
7,3,0,40,1.90,H015024
7,4,0,40,1.90,H015024
7,5,0,40,1.90,H015024
7,6,0,40,1.90,H015024
7,7,0,40,1.90,H015024
7,8,0,40,1.90,H015024
7,9,0,40,1.90,H015024
7,10,0,40,1.90,H015024
14,1,0,40,11.00,H037692
14,2,0,40,11.00,H037692
14,3,0,40,11.00,H037692
14,4,0,40,11.00,H037692
14,5,0,40,11.00,H037692
14,6,0,40,11.00,H037692
14,7,0,40,11.00,H037692
14,8,0,40,11.00,H037692
14,9,0,40,11.00,H037692
14,10,0,40,11.00,H037692
4,1,0,40,1.15,H044176
4,2,0,40,1.15,H044176
4,3,0,40,1.15,H044176
4,4,0,40,1.15,H044176
4,5,0,40,1.15,H044176
4,6,0,40,1.15,H044176
4,7,0,40,1.15,H044176
4,8,0,40,1.15,H044176
4,9,0,40,1.15,H044176
4,10,0,40,1.15,H044176
11,1,0,40,3.50,H008192
11,2,0,40,3.50,H008192
11,3,0,40,3.50,H008192
11,4,0,40,3.50,H008192
11,5,0,40,3.50,H008192
11,6,0,40,3.50,H008192
11,7,0,40,3.50,H008192
11,8,0,40,3.50,H008192
11,9,0,40,3.50,H008192
11,10,0,40,3.50,H008192
2,1,1,40,0.62,H036766
9,2,1,40,2.59,H036766
6,3,1,40,1.61,H036766
7,4,1,40,1.94,H036766
3,5,1,40,0.80,H036766
2,6,1,40,0.71,H036766
1,7,1,40,0.19,H036766
8,8,1,40,2.39,H036766
3,9,1,40,0.77,H036766
13,10,1,40,4.85,H036766
3,1,2,40,0.87,H037248
3,2,2,40,0.98,H037248
3,3,2,40,0.91,H037248
3,4,2,40,0.99,H037248
1,5,2,40,0.37,H037248
3,6,2,40,0.94,H037248
3,7,2,40,0.95,H037248
3,8,2,40,0.97,H037248
3,9,2,40,0.75,H037248
3,10,2,40,0.75,H037248
14,1,0,40,11.00,H061371
14,2,0,40,11.00,H061371
14,3,0,40,11.00,H061371
14,4,0,40,11.00,H061371
14,5,0,40,11.00,H061371
14,6,0,40,11.00,H061371
14,7,0,40,11.00,H061371
14,8,0,40,11.00,H061371
14,9,0,40,11.00,H061371
14,10,0,40,11.00,H061371
5,1,2,40,1.34,H010240
5,2,2,40,1.32,H010240
5,3,2,40,1.30,H010240
5,4,2,40,1.34,H010240
5,5,2,40,1.37,H010240
5,6,2,40,1.35,H010240
5,7,2,40,1.33,H010240
5,8,2,40,1.36,H010240
5,9,2,40,1.34,H010240
5,10,2,40,1.34,H010240
6,1,0,40,1.61,H049507
6,2,0,40,1.61,H049507
6,3,0,40,1.61,H049507
6,4,0,40,1.61,H049507
6,5,0,40,1.61,H049507
6,6,0,40,1.61,H049507
6,7,0,40,1.61,H049507
6,8,0,40,1.61,H049507
6,9,0,40,1.61,H049507
6,10,0,40,1.61,H049507
14,1,0,40,6.09,H032020
14,2,0,40,6.09,H032020
14,3,0,40,6.09,H032020
14,4,0,40,6.09,H032020
14,5,0,40,6.09,H032020
14,6,0,40,6.09,H032020
14,7,0,40,6.09,H032020
14,8,0,40,6.09,H032020
14,9,0,40,6.09,H032020
14,10,0,40,6.09,H032020
9,1,0,40,2.60,H059777
9,2,0,40,2.60,H059777
9,3,0,40,2.60,H059777
9,4,0,40,2.60,H059777
9,5,0,40,2.60,H059777
9,6,0,40,2.60,H059777
9,7,0,40,2.60,H059777
9,8,0,40,2.60,H059777
9,9,0,40,2.60,H059777
9,10,0,40,2.60,H059777
14,1,0,40,9.14,H013077
14,2,0,40,9.14,H013077
14,3,0,40,9.14,H013077
14,4,0,40,9.14,H013077
14,5,0,40,9.14,H013077
14,6,0,40,9.14,H013077
14,7,0,40,9.14,H013077
14,8,0,40,9.14,H013077
14,9,0,40,9.14,H013077
14,10,0,40,9.14,H013077
14,1,0,40,7.62,H035854
14,2,0,40,7.62,H035854
14,3,0,40,7.62,H035854
14,4,0,40,7.62,H035854
14,5,0,40,7.62,H035854
14,6,0,40,7.62,H035854
14,7,0,40,7.62,H035854
14,8,0,40,7.62,H035854
14,9,0,40,7.62,H035854
14,10,0,40,7.62,H035854
9,1,0,40,2.77,H000945
9,2,0,40,2.77,H000945
9,3,0,40,2.77,H000945
9,4,0,40,2.77,H000945
9,5,0,40,2.77,H000945
9,6,0,40,2.77,H000945
9,7,0,40,2.77,H000945
9,8,0,40,2.77,H000945
9,9,0,40,2.77,H000945
9,10,0,40,2.77,H000945
14,1,2,40,7.23,H013520
14,2,2,40,6.85,H013520
14,3,2,40,11.00,H013520
14,4,2,40,5.58,H013520
14,5,2,40,5.71,H013520
13,6,2,40,4.57,H013520
14,7,2,40,5.21,H013520
14,8,2,40,5.44,H013520
13,9,2,40,4.57,H013520
14,10,2,40,7.62,H013520
12,1,0,40,4.20,H066288
12,2,0,40,4.20,H066288
12,3,0,40,4.20,H066288
12,4,0,40,4.20,H066288
12,5,0,40,4.20,H066288
12,6,0,40,4.20,H066288
12,7,0,40,4.20,H066288
12,8,0,40,4.20,H066288
12,9,0,40,4.20,H066288
12,10,0,40,4.20,H066288
3,1,0,40,0.97,H024214
3,2,0,40,0.97,H024214
3,3,0,40,0.97,H024214
3,4,0,40,0.97,H024214
3,5,0,40,0.97,H024214
3,6,0,40,0.97,H024214
3,7,0,40,0.97,H024214
3,8,0,40,0.97,H024214
3,9,0,40,0.97,H024214
3,10,0,40,0.97,H024214
10,1,0,40,3.41,H044443
10,2,0,40,3.41,H044443
10,3,0,40,3.41,H044443
10,4,0,40,3.41,H044443
10,5,0,40,3.41,H044443
10,6,0,40,3.41,H044443
10,7,0,40,3.41,H044443
10,8,0,40,3.41,H044443
10,9,0,40,3.41,H044443
10,10,0,40,3.41,H044443
9,1,2,40,2.76,H019951
10,2,2,40,3.31,H019951
11,3,2,40,3.55,H019951
11,4,2,40,3.51,H019951
11,5,2,40,3.52,H019951
10,6,2,40,3.31,H019951
11,7,2,40,3.51,H019951
9,8,2,40,2.76,H019951
9,9,2,40,2.58,H019951
10,10,2,40,3.35,H019951
7,1,0,40,1.90,H008572
7,2,0,40,1.90,H008572
7,3,0,40,1.90,H008572
7,4,0,40,1.90,H008572
7,5,0,40,1.90,H008572
7,6,0,40,1.90,H008572
7,7,0,40,1.90,H008572
7,8,0,40,1.90,H008572
7,9,0,40,1.90,H008572
7,10,0,40,1.90,H008572
2,1,2,40,0.69,H002383
2,2,2,40,0.65,H002383
3,3,2,40,0.80,H002383
1,4,2,40,0.25,H002383
2,5,2,40,0.61,H002383
3,6,2,40,0.87,H002383
1,7,2,40,0.38,H002383
3,8,2,40,0.97,H002383
2,9,2,40,0.74,H002383
2,10,2,40,0.59,H002383
6,1,0,40,1.52,H005423
6,2,0,40,1.52,H005423
6,3,0,40,1.52,H005423
6,4,0,40,1.52,H005423
6,5,0,40,1.52,H005423
6,6,0,40,1.52,H005423
6,7,0,40,1.52,H005423
6,8,0,40,1.52,H005423
6,9,0,40,1.52,H005423
6,10,0,40,1.52,H005423
7,1,2,40,1.97,H028261
5,2,2,40,1.44,H028261
7,3,2,40,1.97,H028261
7,4,2,40,1.99,H028261
7,5,2,40,1.92,H028261
7,6,2,40,1.99,H028261
7,7,2,40,1.92,H028261
7,8,2,40,1.90,H028261
6,9,2,40,1.68,H028261
7,10,2,40,1.99,H028261
2,1,0,40,0.56,H051267
2,2,0,40,0.56,H051267
2,3,0,40,0.56,H051267
2,4,0,40,0.56,H051267
2,5,0,40,0.56,H051267
2,6,0,40,0.56,H051267
2,7,0,40,0.56,H051267
2,8,0,40,0.56,H051267
2,9,0,40,0.56,H051267
2,10,0,40,0.56,H051267
7,1,0,40,1.84,H020553
7,2,0,40,1.84,H020553
7,3,0,40,1.84,H020553
7,4,0,40,1.84,H020553
7,5,0,40,1.84,H020553
7,6,0,40,1.84,H020553
7,7,0,40,1.84,H020553
7,8,0,40,1.84,H020553
7,9,0,40,1.84,H020553
7,10,0,40,1.84,H020553
13,1,0,40,4.56,H017797
13,2,0,40,4.56,H017797
13,3,0,40,4.56,H017797
13,4,0,40,4.56,H017797
13,5,0,40,4.56,H017797
13,6,0,40,4.56,H017797
13,7,0,40,4.56,H017797
13,8,0,40,4.56,H017797
13,9,0,40,4.56,H017797
13,10,0,40,4.56,H017797
8,1,0,40,2.35,H041099
8,2,0,40,2.35,H041099
8,3,0,40,2.35,H041099
8,4,0,40,2.35,H041099
8,5,0,40,2.35,H041099
8,6,0,40,2.35,H041099
8,7,0,40,2.35,H041099
8,8,0,40,2.35,H041099
8,9,0,40,2.35,H041099
8,10,0,40,2.35,H041099
12,1,0,40,4.00,H039203
12,2,0,40,4.00,H039203
12,3,0,40,4.00,H039203
12,4,0,40,4.00,H039203
12,5,0,40,4.00,H039203
12,6,0,40,4.00,H039203
12,7,0,40,4.00,H039203
12,8,0,40,4.00,H039203
12,9,0,40,4.00,H039203
12,10,0,40,4.00,H039203
9,1,0,40,2.80,H060939
9,2,0,40,2.80,H060939
9,3,0,40,2.80,H060939
9,4,0,40,2.80,H060939
9,5,0,40,2.80,H060939
9,6,0,40,2.80,H060939
9,7,0,40,2.80,H060939
9,8,0,40,2.80,H060939
9,9,0,40,2.80,H060939
9,10,0,40,2.80,H060939
3,1,0,40,0.82,H044380
3,2,0,40,0.82,H044380
3,3,0,40,0.82,H044380
3,4,0,40,0.82,H044380
3,5,0,40,0.82,H044380
3,6,0,40,0.82,H044380
3,7,0,40,0.82,H044380
3,8,0,40,0.82,H044380
3,9,0,40,0.82,H044380
3,10,0,40,0.82,H044380
8,1,2,40,2.48,H010409
8,2,2,40,2.47,H010409
8,3,2,40,2.45,H010409
8,4,2,40,2.49,H010409
8,5,2,40,2.05,H010409
8,6,2,40,2.48,H010409
8,7,2,40,2.48,H010409
8,8,2,40,2.47,H010409
8,9,2,40,2.44,H010409
8,10,2,40,2.47,H010409
5,1,0,40,1.26,H066826
5,2,0,40,1.26,H066826
5,3,0,40,1.26,H066826
5,4,0,40,1.26,H066826
5,5,0,40,1.26,H066826
5,6,0,40,1.26,H066826
5,7,0,40,1.26,H066826
5,8,0,40,1.26,H066826
5,9,0,40,1.26,H066826
5,10,0,40,1.26,H066826
3,1,2,40,0.97,H015548
3,2,2,40,0.98,H015548
3,3,2,40,0.95,H015548
3,4,2,40,0.96,H015548
3,5,2,40,0.97,H015548
3,6,2,40,0.99,H015548
3,7,2,40,0.95,H015548
3,8,2,40,0.96,H015548
3,9,2,40,0.98,H015548
3,10,2,40,0.95,H015548
5,1,2,40,1.39,H064201
4,2,2,40,1.10,H064201
1,3,2,40,0.44,H064201
2,4,2,40,0.53,H064201
6,5,2,40,1.57,H064201
4,6,2,40,1.20,H064201
5,7,2,40,1.33,H064201
4,8,2,40,1.10,H064201
2,9,2,40,0.53,H064201
2,10,2,40,0.56,H064201
10,1,0,40,3.23,H004792
10,2,0,40,3.23,H004792
10,3,0,40,3.23,H004792
10,4,0,40,3.23,H004792
10,5,0,40,3.23,H004792
10,6,0,40,3.23,H004792
10,7,0,40,3.23,H004792
10,8,0,40,3.23,H004792
10,9,0,40,3.23,H004792
10,10,0,40,3.23,H004792
3,1,2,40,0.98,H023315
3,2,2,40,0.99,H023315
3,3,2,40,0.99,H023315
3,4,2,40,0.95,H023315
3,5,2,40,0.93,H023315
3,6,2,40,0.98,H023315
3,7,2,40,0.99,H023315
3,8,2,40,0.99,H023315
2,9,2,40,0.64,H023315
3,10,2,40,0.98,H023315
6,1,0,40,1.61,H015278
6,2,0,40,1.61,H015278
6,3,0,40,1.61,H015278
6,4,0,40,1.61,H015278
6,5,0,40,1.61,H015278
6,6,0,40,1.61,H015278
6,7,0,40,1.61,H015278
6,8,0,40,1.61,H015278
6,9,0,40,1.61,H015278
6,10,0,40,1.61,H015278
8,1,2,40,2.43,H039792
8,2,2,40,2.42,H039792
8,3,2,40,2.49,H039792
8,4,2,40,2.01,H039792
8,5,2,40,2.47,H039792
8,6,2,40,2.46,H039792
8,7,2,40,2.44,H039792
8,8,2,40,2.43,H039792
8,9,2,40,2.42,H039792
8,10,2,40,2.42,H039792
14,1,1,40,5.71,H001699
14,2,1,40,11.00,H001699
14,3,1,40,11.00,H001699
10,4,1,40,3.04,H001699
13,5,1,40,4.95,H001699
9,6,1,40,2.66,H001699
14,7,1,40,11.00,H001699
14,8,1,40,7.62,H001699
14,9,1,40,8.38,H001699
11,10,1,40,3.81,H001699
14,1,0,40,11.00,H032649
14,2,0,40,11.00,H032649
14,3,0,40,11.00,H032649
14,4,0,40,11.00,H032649
14,5,0,40,11.00,H032649
14,6,0,40,11.00,H032649
14,7,0,40,11.00,H032649
14,8,0,40,11.00,H032649
14,9,0,40,11.00,H032649
14,10,0,40,11.00,H032649
14,1,0,40,11.00,H054450
14,2,0,40,11.00,H054450
14,3,0,40,11.00,H054450
14,4,0,40,11.00,H054450
14,5,0,40,11.00,H054450
14,6,0,40,11.00,H054450
14,7,0,40,11.00,H054450
14,8,0,40,11.00,H054450
14,9,0,40,11.00,H054450
14,10,0,40,11.00,H054450
7,1,1,40,1.84,H008429
11,2,1,40,3.68,H008429
9,3,1,40,2.58,H008429
6,4,1,40,1.65,H008429
14,5,1,40,5.52,H008429
8,6,1,40,2.21,H008429
3,7,1,40,0.95,H008429
8,8,1,40,2.21,H008429
14,9,1,40,5.16,H008429
12,10,1,40,4.42,H008429
5,1,2,40,1.42,H067038
5,2,2,40,1.38,H067038
7,3,2,40,1.99,H067038
6,4,2,40,1.57,H067038
5,5,2,40,1.41,H067038
5,6,2,40,1.47,H067038
6,7,2,40,1.65,H067038
5,8,2,40,1.40,H067038
5,9,2,40,1.41,H067038
5,10,2,40,1.44,H067038
4,1,0,40,1.07,H042432
4,2,0,40,1.07,H042432
4,3,0,40,1.07,H042432
4,4,0,40,1.07,H042432
4,5,0,40,1.07,H042432
4,6,0,40,1.07,H042432
4,7,0,40,1.07,H042432
4,8,0,40,1.07,H042432
4,9,0,40,1.07,H042432
4,10,0,40,1.07,H042432
6,1,0,40,1.68,H038791
6,2,0,40,1.68,H038791
6,3,0,40,1.68,H038791
6,4,0,40,1.68,H038791
6,5,0,40,1.68,H038791
6,6,0,40,1.68,H038791
6,7,0,40,1.68,H038791
6,8,0,40,1.68,H038791
6,9,0,40,1.68,H038791
6,10,0,40,1.68,H038791
4,1,2,40,1.19,H048056
5,2,2,40,1.27,H048056
4,3,2,40,1.00,H048056
5,4,2,40,1.25,H048056
5,5,2,40,1.26,H048056
5,6,2,40,1.26,H048056
4,7,2,40,1.09,H048056
4,8,2,40,1.19,H048056
5,9,2,40,1.28,H048056
5,10,2,40,1.29,H048056
8,1,2,40,2.29,H052998
8,2,2,40,2.44,H052998
5,3,2,40,1.39,H052998
5,4,2,40,1.42,H052998
5,5,2,40,1.38,H052998
5,6,2,40,1.40,H052998
6,7,2,40,1.53,H052998
7,8,2,40,1.83,H052998
5,9,2,40,1.42,H052998
5,10,2,40,1.38,H052998
14,1,2,40,9.52,H018221
14,2,2,40,11.00,H018221
14,3,2,40,7.62,H018221
14,4,2,40,10.28,H018221
14,5,2,40,7.23,H018221
14,6,2,40,11.00,H018221
14,7,2,40,9.52,H018221
14,8,2,40,11.00,H018221
14,9,2,40,9.52,H018221
14,10,2,40,8.00,H018221
11,1,0,40,3.84,H048783
11,2,0,40,3.84,H048783
11,3,0,40,3.84,H048783
11,4,0,40,3.84,H048783
11,5,0,40,3.84,H048783
11,6,0,40,3.84,H048783
11,7,0,40,3.84,H048783
11,8,0,40,3.84,H048783
11,9,0,40,3.84,H048783
11,10,0,40,3.84,H048783
7,1,0,40,1.90,H060623
7,2,0,40,1.90,H060623
7,3,0,40,1.90,H060623
7,4,0,40,1.90,H060623
7,5,0,40,1.90,H060623
7,6,0,40,1.90,H060623
7,7,0,40,1.90,H060623
7,8,0,40,1.90,H060623
7,9,0,40,1.90,H060623
7,10,0,40,1.90,H060623
13,1,0,40,4.95,H038832
13,2,0,40,4.95,H038832
13,3,0,40,4.95,H038832
13,4,0,40,4.95,H038832
13,5,0,40,4.95,H038832
13,6,0,40,4.95,H038832
13,7,0,40,4.95,H038832
13,8,0,40,4.95,H038832
13,9,0,40,4.95,H038832
13,10,0,40,4.95,H038832
14,1,0,40,9.60,H054788
14,2,0,40,9.60,H054788
14,3,0,40,9.60,H054788
14,4,0,40,9.60,H054788
14,5,0,40,9.60,H054788
14,6,0,40,9.60,H054788
14,7,0,40,9.60,H054788
14,8,0,40,9.60,H054788
14,9,0,40,9.60,H054788
14,10,0,40,9.60,H054788
6,1,0,40,1.52,H000901
6,2,0,40,1.52,H000901
6,3,0,40,1.52,H000901
6,4,0,40,1.52,H000901
6,5,0,40,1.52,H000901
6,6,0,40,1.52,H000901
6,7,0,40,1.52,H000901
6,8,0,40,1.52,H000901
6,9,0,40,1.52,H000901
6,10,0,40,1.52,H000901
14,1,0,40,11.00,H041757
14,2,0,40,11.00,H041757
14,3,0,40,11.00,H041757
14,4,0,40,11.00,H041757
14,5,0,40,11.00,H041757
14,6,0,40,11.00,H041757
14,7,0,40,11.00,H041757
14,8,0,40,11.00,H041757
14,9,0,40,11.00,H041757
14,10,0,40,11.00,H041757
12,1,0,40,4.42,H045210
12,2,0,40,4.42,H045210
